,x,y,z,,,,,,,,,,,,,,,,,,119.0466667,278.59,235.61
292,3.656666667,-8,5.336666667,,,0.036666666,0.136666667,0.046666667,-0.036666666,-0.136666667,0.046666667,,,,,,-0.036666666,-0.136666667,0.046666667,,0.036666666,0.136666667,0.046666667
293,3.8,-7.796666667,4.996666667,,,0.143333333,0.203333333,0.34,0.143333333,0.203333333,-0.34,,,,,,0.143333333,0.203333333,-0.34,,0.143333333,0.203333333,0.34
294,3.62,-7.763333333,4.943333333,,,0.18,0.033333334,0.053333334,-0.18,0.033333334,-0.053333334,,,,,,-0.18,0.033333334,-0.053333334,,0.18,0.033333334,0.053333334
295,3.6,-8.46,5.223333333,,,0.02,0.696666667,0.28,-0.02,-0.696666667,0.28,,,,,,-0.02,-0.696666667,0.28,,0.02,0.696666667,0.28
296,3.523333333,-8.726666667,5.793333333,,,0.076666667,0.266666667,0.57,-0.076666667,-0.266666667,0.57,,,,,,-0.076666667,-0.266666667,0.57,,0.076666667,0.266666667,0.57
297,3.363333333,-8.126666667,6.07,,,0.16,0.6,0.276666667,-0.16,0.6,0.276666667,,,,,,-0.16,0.6,0.276666667,,0.16,0.6,0.276666667
298,3.243333333,-7.483333333,5.683333333,,,0.12,0.643333334,0.386666667,-0.12,0.643333334,-0.386666667,,,,,,-0.12,0.643333334,-0.386666667,,0.12,0.643333334,0.386666667
299,3.556666667,-8.01,6.08,,,0.313333334,0.526666667,0.396666667,0.313333334,-0.526666667,0.396666667,,,,,,0.313333334,-0.526666667,0.396666667,,0.313333334,0.526666667,0.396666667
300,3.903333333,-8.446666667,5.78,,,0.346666666,0.436666667,0.3,0.346666666,-0.436666667,-0.3,,,,,,0.346666666,-0.436666667,-0.3,,0.346666666,0.436666667,0.3
301,3.91,-7.716666667,5.65,,,0.006666667,0.73,0.13,0.006666667,0.73,-0.13,,,,,,0.006666667,0.73,-0.13,,0.006666667,0.73,0.13
302,3.75,-7.493333333,5.696666667,,,0.16,0.223333334,0.046666667,-0.16,0.223333334,0.046666667,,,,,,-0.16,0.223333334,0.046666667,,0.16,0.223333334,0.046666667
303,3.5,-8.06,5.493333333,,,0.25,0.566666667,0.203333334,-0.25,-0.566666667,-0.203333334,,,,,,-0.25,-0.566666667,-0.203333334,,0.25,0.566666667,0.203333334
304,3.566666667,-8.2,5.443333333,,,0.066666667,0.14,0.05,0.066666667,-0.14,-0.05,,,,,,0.066666667,-0.14,-0.05,,0.066666667,0.14,0.05
305,3.42,-8.013333333,5.013333333,,,0.146666667,0.186666667,0.43,-0.146666667,0.186666667,-0.43,,,,,,-0.146666667,0.186666667,-0.43,,0.146666667,0.186666667,0.43
306,3.473333333,-7.743333333,4.923333333,,,0.053333333,0.27,0.09,0.053333333,0.27,-0.09,,,,,,0.053333333,0.27,-0.09,,0.053333333,0.27,0.09
307,3.536666667,-8.66,5.423333333,,,0.063333334,0.916666667,0.5,0.063333334,-0.916666667,0.5,,,,,,0.063333334,-0.916666667,0.5,,0.063333334,0.916666667,0.5
308,3.486666667,-8.636666667,5.496666667,,,0.05,0.023333333,0.073333334,-0.05,0.023333333,0.073333334,,,,,,-0.05,0.023333333,0.073333334,,0.05,0.023333333,0.073333334
309,3.453333333,-8.02,5.326666667,,,0.033333334,0.616666667,0.17,-0.033333334,0.616666667,-0.17,,,,,,-0.033333334,0.616666667,-0.17,,0.033333334,0.616666667,0.17
310,3.446666667,-8.003333333,5.356666667,,,0.006666666,0.016666667,0.03,-0.006666666,0.016666667,0.03,,,,,,-0.006666666,0.016666667,0.03,,0.006666666,0.016666667,0.03
311,3.503333333,-8.563333333,5.13,,,0.056666666,0.56,0.226666667,0.056666666,-0.56,-0.226666667,,,,,,0.056666666,-0.56,-0.226666667,,0.056666666,0.56,0.226666667
312,3.663333333,-8.333333333,4.9,,,0.16,0.23,0.23,0.16,0.23,-0.23,,,,,,0.16,0.23,-0.23,,0.16,0.23,0.23
313,3.263333333,-7.853333333,4.773333333,,,0.4,0.48,0.126666667,-0.4,0.48,-0.126666667,,,,,,-0.4,0.48,-0.126666667,,0.4,0.48,0.126666667
314,3.266666667,-7.736666667,4.903333333,,,0.003333334,0.116666666,0.13,0.003333334,0.116666666,0.13,,,,,,0.003333334,0.116666666,0.13,,0.003333334,0.116666666,0.13
315,3.4,-8.456666667,5.686666667,,,0.133333333,0.72,0.783333334,0.133333333,-0.72,0.783333334,,,,,,0.133333333,-0.72,0.783333334,,0.133333333,0.72,0.783333334
316,3.553333333,-8.436666667,5.65,,,0.153333333,0.02,0.036666667,0.153333333,0.02,-0.036666667,,,,,,0.153333333,0.02,-0.036666667,,0.153333333,0.02,0.036666667
317,3.383333333,-7.696666667,5.076666667,,,0.17,0.74,0.573333333,-0.17,0.74,-0.573333333,,,,,,-0.17,0.74,-0.573333333,,0.17,0.74,0.573333333
318,3.286666667,-7.976666667,5.276666667,,,0.096666666,0.28,0.2,-0.096666666,-0.28,0.2,,,,,,-0.096666666,-0.28,0.2,,0.096666666,0.28,0.2
319,3.316666667,-8.573333333,5.273333333,,,0.03,0.596666666,0.003333334,0.03,-0.596666666,-0.003333334,,,,,,0.03,-0.596666666,-0.003333334,,0.03,0.596666666,0.003333334
320,3.436666667,-8.706666667,5.34,,,0.12,0.133333334,0.066666667,0.12,-0.133333334,0.066666667,,,,,,0.12,-0.133333334,0.066666667,,0.12,0.133333334,0.066666667
321,3.143333333,-8.17,5.126666667,,,0.293333334,0.536666667,0.213333333,-0.293333334,0.536666667,-0.213333333,,,,,,-0.293333334,0.536666667,-0.213333333,,0.293333334,0.536666667,0.213333333
322,3.443333333,-8.193333333,4.856666667,,,0.3,0.023333333,0.27,0.3,-0.023333333,-0.27,,,,,,0.3,-0.023333333,-0.27,,0.3,0.023333333,0.27
323,3.566666667,-8.886666667,5.026666667,,,0.123333334,0.693333334,0.17,0.123333334,-0.693333334,0.17,,,,,,0.123333334,-0.693333334,0.17,,0.123333334,0.693333334,0.17
324,3.553333333,-8.886666667,4.93,,,0.013333334,0,0.096666667,-0.013333334,0,-0.096666667,,,,,,-0.013333334,0,-0.096666667,,0.013333334,0,0.096666667
325,3.403333333,-7.98,4.68,,,0.15,0.906666667,0.25,-0.15,0.906666667,-0.25,,,,,,-0.15,0.906666667,-0.25,,0.15,0.906666667,0.25
326,3.346666667,-8.043333333,5.08,,,0.056666666,0.063333333,0.4,-0.056666666,-0.063333333,0.4,,,,,,-0.056666666,-0.063333333,0.4,,0.056666666,0.063333333,0.4
327,3.496666667,-8.65,5.096666667,,,0.15,0.606666667,0.016666667,0.15,-0.606666667,0.016666667,,,,,,0.15,-0.606666667,0.016666667,,0.15,0.606666667,0.016666667
328,3.68,-8.733333333,5.14,,,0.183333333,0.083333333,0.043333333,0.183333333,-0.083333333,0.043333333,,,,,,0.183333333,-0.083333333,0.043333333,,0.183333333,0.083333333,0.043333333
329,3.436666667,-8.08,5.206666667,,,0.243333333,0.653333333,0.066666667,-0.243333333,0.653333333,0.066666667,,,,,,-0.243333333,0.653333333,0.066666667,,0.243333333,0.653333333,0.066666667
330,3.46,-7.81,5.143333333,,,0.023333333,0.27,0.063333334,0.023333333,0.27,-0.063333334,,,,,,0.023333333,0.27,-0.063333334,,0.023333333,0.27,0.063333334
331,3.376666667,-8.456666667,5.596666667,,,0.083333333,0.646666667,0.453333334,-0.083333333,-0.646666667,0.453333334,,,,,,-0.083333333,-0.646666667,0.453333334,,0.083333333,0.646666667,0.453333334
332,3.466666667,-8.643333333,5.48,,,0.09,0.186666666,0.116666667,0.09,-0.186666666,-0.116666667,,,,,,0.09,-0.186666666,-0.116666667,,0.09,0.186666666,0.116666667
333,3.45,-7.826666667,4.893333333,,,0.016666667,0.816666666,0.586666667,-0.016666667,0.816666666,-0.586666667,,,,,,-0.016666667,0.816666666,-0.586666667,,0.016666667,0.816666666,0.586666667
334,3.22,-7.65,5.46,,,0.23,0.176666667,0.566666667,-0.23,0.176666667,0.566666667,,,,,,-0.23,0.176666667,0.566666667,,0.23,0.176666667,0.566666667
335,3.313333333,-8.163333333,5.536666667,,,0.093333333,0.513333333,0.076666667,0.093333333,-0.513333333,0.076666667,,,,,,0.093333333,-0.513333333,0.076666667,,0.093333333,0.513333333,0.076666667
336,3.246666667,-8.27,5.996666667,,,0.066666666,0.106666667,0.46,-0.066666666,-0.106666667,0.46,,,,,,-0.066666666,-0.106666667,0.46,,0.066666666,0.106666667,0.46
337,3.033333333,-7.823333333,5.726666667,,,0.213333334,0.446666667,0.27,-0.213333334,0.446666667,-0.27,,,,,,-0.213333334,0.446666667,-0.27,,0.213333334,0.446666667,0.27
338,3.08,-7.35,5.573333333,,,0.046666667,0.473333333,0.153333334,0.046666667,0.473333333,-0.153333334,,,,,,0.046666667,0.473333333,-0.153333334,,0.046666667,0.473333333,0.153333334
339,2.943333333,-7.62,6.103333333,,,0.136666667,0.27,0.53,-0.136666667,-0.27,0.53,,,,,,-0.136666667,-0.27,0.53,,0.136666667,0.27,0.53
340,3.16,-7.503333333,5.546666667,,,0.216666667,0.116666667,0.556666666,0.216666667,0.116666667,-0.556666666,,,,,,0.216666667,0.116666667,-0.556666666,,0.216666667,0.116666667,0.556666666
341,3.016666667,-7.203333333,5.956666667,,,0.143333333,0.3,0.41,-0.143333333,0.3,0.41,,,,,,-0.143333333,0.3,0.41,,0.143333333,0.3,0.41
342,3.246666667,-6.8,5.216666667,,,0.23,0.403333333,0.74,0.23,0.403333333,-0.74,,,,,,0.23,0.403333333,-0.74,,0.23,0.403333333,0.74
343,3.176666667,-6.906666667,5.676666667,,,0.07,0.106666667,0.46,-0.07,-0.106666667,0.46,,,,,,-0.07,-0.106666667,0.46,,0.07,0.106666667,0.46
344,3.35,-7.346666667,5.25,,,0.173333333,0.44,0.426666667,0.173333333,-0.44,-0.426666667,,,,,,0.173333333,-0.44,-0.426666667,,0.173333333,0.44,0.426666667
345,3.743333333,-8.106666667,6.056666667,,,0.393333333,0.76,0.806666667,0.393333333,-0.76,0.806666667,,,,,,0.393333333,-0.76,0.806666667,,0.393333333,0.76,0.806666667
346,3.776666667,-8.31,5.85,,,0.033333334,0.203333333,0.206666667,0.033333334,-0.203333333,-0.206666667,,,,,,0.033333334,-0.203333333,-0.206666667,,0.033333334,0.203333333,0.206666667
347,3.453333333,-7.713333333,5.803333333,,,0.323333334,0.596666667,0.046666667,-0.323333334,0.596666667,-0.046666667,,,,,,-0.323333334,0.596666667,-0.046666667,,0.323333334,0.596666667,0.046666667
348,2.76,-7.766666667,6.16,,,0.693333333,0.053333334,0.356666667,-0.693333333,-0.053333334,0.356666667,,,,,,-0.693333333,-0.053333334,0.356666667,,0.693333333,0.053333334,0.356666667
349,2.673333333,-8.08,6.653333333,,,0.086666667,0.313333333,0.493333333,-0.086666667,-0.313333333,0.493333333,,,,,,-0.086666667,-0.313333333,0.493333333,,0.086666667,0.313333333,0.493333333
350,2.846666667,-7.72,6.25,,,0.173333334,0.36,0.403333333,0.173333334,0.36,-0.403333333,,,,,,0.173333334,0.36,-0.403333333,,0.173333334,0.36,0.403333333
351,2.963333333,-7.343333333,5.74,,,0.116666666,0.376666667,0.51,0.116666666,0.376666667,-0.51,,,,,,0.116666666,0.376666667,-0.51,,0.116666666,0.376666667,0.51
352,3.2,-7.723333333,5.79,,,0.236666667,0.38,0.05,0.236666667,-0.38,0.05,,,,,,0.236666667,-0.38,0.05,,0.236666667,0.38,0.05
353,3.543333333,-8.493333333,6.396666667,,,0.343333333,0.77,0.606666667,0.343333333,-0.77,0.606666667,,,,,,0.343333333,-0.77,0.606666667,,0.343333333,0.77,0.606666667
354,3.566666667,-8.356666667,6.44,,,0.023333334,0.136666666,0.043333333,0.023333334,0.136666666,0.043333333,,,,,,0.023333334,0.136666666,0.043333333,,0.023333334,0.136666666,0.043333333
355,3.51,-7.303333333,5.596666667,,,0.056666667,1.053333334,0.843333333,-0.056666667,1.053333334,-0.843333333,,,,,,-0.056666667,1.053333334,-0.843333333,,0.056666667,1.053333334,0.843333333
356,3.346666667,-7.53,6.07,,,0.163333333,0.226666667,0.473333333,-0.163333333,-0.226666667,0.473333333,,,,,,-0.163333333,-0.226666667,0.473333333,,0.163333333,0.226666667,0.473333333
357,3.563333333,-8.206666667,6.143333333,,,0.216666666,0.676666667,0.073333333,0.216666666,-0.676666667,0.073333333,,,,,,0.216666666,-0.676666667,0.073333333,,0.216666666,0.676666667,0.073333333
358,3.85,-7.766666667,5.93,,,0.286666667,0.44,0.213333333,0.286666667,0.44,-0.213333333,,,,,,0.286666667,0.44,-0.213333333,,0.286666667,0.44,0.213333333
359,3.746666667,-7.256666667,5.71,,,0.103333333,0.51,0.22,-0.103333333,0.51,-0.22,,,,,,-0.103333333,0.51,-0.22,,0.103333333,0.51,0.22
360,3.603333333,-7.43,5.773333333,,,0.143333334,0.173333333,0.063333333,-0.143333334,-0.173333333,0.063333333,,,,,,-0.143333334,-0.173333333,0.063333333,,0.143333334,0.173333333,0.063333333
361,3.666666667,-8.21,7.013333333,,,0.063333334,0.78,1.24,0.063333334,-0.78,1.24,,,,,,0.063333334,-0.78,1.24,,0.063333334,0.78,1.24
362,3.76,-7.856666667,7.133333333,,,0.093333333,0.353333333,0.12,0.093333333,0.353333333,0.12,,,,,,0.093333333,0.353333333,0.12,,0.093333333,0.353333333,0.12
363,4.2,-7.07,6.406666667,,,0.44,0.786666667,0.726666666,0.44,0.786666667,-0.726666666,,,,,,0.44,0.786666667,-0.726666666,,0.44,0.786666667,0.726666666
364,3.943333333,-7.296666667,6.126666667,,,0.256666667,0.226666667,0.28,-0.256666667,-0.226666667,-0.28,,,,,,-0.256666667,-0.226666667,-0.28,,0.256666667,0.226666667,0.28
365,3.913333333,-7.98,5.92,,,0.03,0.683333333,0.206666667,-0.03,-0.683333333,-0.206666667,,,,,,-0.03,-0.683333333,-0.206666667,,0.03,0.683333333,0.206666667
366,3.653333333,-7.603333333,5.733333333,,,0.26,0.376666667,0.186666667,-0.26,0.376666667,-0.186666667,,,,,,-0.26,0.376666667,-0.186666667,,0.26,0.376666667,0.186666667
367,3.686666667,-7.516666667,5.536666667,,,0.033333334,0.086666666,0.196666666,0.033333334,0.086666666,-0.196666666,,,,,,0.033333334,0.086666666,-0.196666666,,0.033333334,0.086666666,0.196666666
368,3.64,-7.966666667,5.373333333,,,0.046666667,0.45,0.163333334,-0.046666667,-0.45,-0.163333334,,,,,,-0.046666667,-0.45,-0.163333334,,0.046666667,0.45,0.163333334
369,3.696666667,-8.116666667,5.563333333,,,0.056666667,0.15,0.19,0.056666667,-0.15,0.19,,,,,,0.056666667,-0.15,0.19,,0.056666667,0.15,0.19
370,3.406666667,-7.783333333,5.57,,,0.29,0.333333334,0.006666667,-0.29,0.333333334,0.006666667,,,,,,-0.29,0.333333334,0.006666667,,0.29,0.333333334,0.006666667
371,3.593333333,-7.52,5.426666667,,,0.186666666,0.263333333,0.143333333,0.186666666,0.263333333,-0.143333333,,,,,,0.186666666,0.263333333,-0.143333333,,0.186666666,0.263333333,0.143333333
372,3.596666667,-8.28,5.97,,,0.003333334,0.76,0.543333333,0.003333334,-0.76,0.543333333,,,,,,0.003333334,-0.76,0.543333333,,0.003333334,0.76,0.543333333
373,3.71,-8.79,5.99,,,0.113333333,0.51,0.02,0.113333333,-0.51,0.02,,,,,,0.113333333,-0.51,0.02,,0.113333333,0.51,0.02
374,3.58,-8.053333333,5.543333333,,,0.13,0.736666667,0.446666667,-0.13,0.736666667,-0.446666667,,,,,,-0.13,0.736666667,-0.446666667,,0.13,0.736666667,0.446666667
375,3.276666667,-7.536666667,5.646666667,,,0.303333333,0.516666666,0.103333334,-0.303333333,0.516666666,0.103333334,,,,,,-0.303333333,0.516666666,0.103333334,,0.303333333,0.516666666,0.103333334
376,3.423333333,-7.303333333,5.223333333,,,0.146666666,0.233333334,0.423333334,0.146666666,0.233333334,-0.423333334,,,,,,0.146666666,0.233333334,-0.423333334,,0.146666666,0.233333334,0.423333334
377,3.373333333,-8.016666667,5.866666667,,,0.05,0.713333334,0.643333334,-0.05,-0.713333334,0.643333334,,,,,,-0.05,-0.713333334,0.643333334,,0.05,0.713333334,0.643333334
378,3.616666667,-8.023333333,5.7,,,0.243333334,0.006666666,0.166666667,0.243333334,-0.006666666,-0.166666667,,,,,,0.243333334,-0.006666666,-0.166666667,,0.243333334,0.006666666,0.166666667
379,3.563333333,-7.583333333,5.613333333,,,0.053333334,0.44,0.086666667,-0.053333334,0.44,-0.086666667,,,,,,-0.053333334,0.44,-0.086666667,,0.053333334,0.44,0.086666667
380,3.57,-7.71,5.65,,,0.006666667,0.126666667,0.036666667,0.006666667,-0.126666667,0.036666667,,,,,,0.006666667,-0.126666667,0.036666667,,0.006666667,0.126666667,0.036666667
381,3.55,-8.14,5.603333333,,,0.02,0.43,0.046666667,-0.02,-0.43,-0.046666667,,,,,,-0.02,-0.43,-0.046666667,,0.02,0.43,0.046666667
382,3.85,-8.186666667,5.533333333,,,0.3,0.046666667,0.07,0.3,-0.046666667,-0.07,,,,,,0.3,-0.046666667,-0.07,,0.3,0.046666667,0.07
383,3.54,-7.703333333,5.663333333,,,0.31,0.483333334,0.13,-0.31,0.483333334,0.13,,,,,,-0.31,0.483333334,0.13,,0.31,0.483333334,0.13
384,3.493333333,-7.73,5.416666667,,,0.046666667,0.026666667,0.246666666,-0.046666667,-0.026666667,-0.246666666,,,,,,-0.046666667,-0.026666667,-0.246666666,,0.046666667,0.026666667,0.246666666
385,3.433333333,-8.36,6.13,,,0.06,0.63,0.713333333,-0.06,-0.63,0.713333333,,,,,,-0.06,-0.63,0.713333333,,0.06,0.63,0.713333333
386,3.96,-8.426666667,6.163333333,,,0.526666667,0.066666667,0.033333333,0.526666667,-0.066666667,0.033333333,,,,,,0.526666667,-0.066666667,0.033333333,,0.526666667,0.066666667,0.033333333
387,4.256666667,-7.846666667,5.77,,,0.296666667,0.58,0.393333333,0.296666667,0.58,-0.393333333,,,,,,0.296666667,0.58,-0.393333333,,0.296666667,0.58,0.393333333
388,3.98,-7.293333333,5.623333333,,,0.276666667,0.553333334,0.146666667,-0.276666667,0.553333334,-0.146666667,,,,,,-0.276666667,0.553333334,-0.146666667,,0.276666667,0.553333334,0.146666667
389,3.97,-7.89,5.14,,,0.01,0.596666667,0.483333333,-0.01,-0.596666667,-0.483333333,,,,,,-0.01,-0.596666667,-0.483333333,,0.01,0.596666667,0.483333333
390,3.746666667,-8.406666667,5.836666667,,,0.223333333,0.516666667,0.696666667,-0.223333333,-0.516666667,0.696666667,,,,,,-0.223333333,-0.516666667,0.696666667,,0.223333333,0.516666667,0.696666667
391,3.816666667,-8.676666667,5.616666667,,,0.07,0.27,0.22,0.07,-0.27,-0.22,,,,,,0.07,-0.27,-0.22,,0.07,0.27,0.22
392,3.513333333,-7.546666667,5.566666667,,,0.303333334,1.13,0.05,-0.303333334,1.13,-0.05,,,,,,-0.303333334,1.13,-0.05,,0.303333334,1.13,0.05
393,3.31,-7.566666667,6.133333333,,,0.203333333,0.02,0.566666666,-0.203333333,-0.02,0.566666666,,,,,,-0.203333333,-0.02,0.566666666,,0.203333333,0.02,0.566666666
394,3.416666667,-8.096666667,6.183333333,,,0.106666667,0.53,0.05,0.106666667,-0.53,0.05,,,,,,0.106666667,-0.53,0.05,,0.106666667,0.53,0.05
395,3.97,-8.143333333,5.82,,,0.553333333,0.046666666,0.363333333,0.553333333,-0.046666666,-0.363333333,,,,,,0.553333333,-0.046666666,-0.363333333,,0.553333333,0.046666666,0.363333333
396,4.176666667,-7.48,5.253333333,,,0.206666667,0.663333333,0.566666667,0.206666667,0.663333333,-0.566666667,,,,,,0.206666667,0.663333333,-0.566666667,,0.206666667,0.663333333,0.566666667
397,4.3,-7.073333333,4.836666667,,,0.123333333,0.406666667,0.416666666,0.123333333,0.406666667,-0.416666666,,,,,,0.123333333,0.406666667,-0.416666666,,0.123333333,0.406666667,0.416666666
398,4.206666667,-7.853333333,5.616666667,,,0.093333333,0.78,0.78,-0.093333333,-0.78,0.78,,,,,,-0.093333333,-0.78,0.78,,0.093333333,0.78,0.78
399,4.436666667,-8.33,5.526666667,,,0.23,0.476666667,0.09,0.23,-0.476666667,-0.09,,,,,,0.23,-0.476666667,-0.09,,0.23,0.476666667,0.09
400,4.41,-7.61,5.33,,,0.026666667,0.72,0.196666667,-0.026666667,0.72,-0.196666667,,,,,,-0.026666667,0.72,-0.196666667,,0.026666667,0.72,0.196666667
401,4.196666667,-7.223333333,5.256666667,,,0.213333333,0.386666667,0.073333333,-0.213333333,0.386666667,-0.073333333,,,,,,-0.213333333,0.386666667,-0.073333333,,0.213333333,0.386666667,0.073333333
402,4.126666667,-7.546666667,5.23,,,0.07,0.323333334,0.026666667,-0.07,-0.323333334,-0.026666667,,,,,,-0.07,-0.323333334,-0.026666667,,0.07,0.323333334,0.026666667
403,4.123333333,-7.996666667,5.68,,,0.003333334,0.45,0.45,-0.003333334,-0.45,0.45,,,,,,-0.003333334,-0.45,0.45,,0.003333334,0.45,0.45
404,4.04,-7.89,5.44,,,0.083333333,0.106666667,0.24,-0.083333333,0.106666667,-0.24,,,,,,-0.083333333,0.106666667,-0.24,,0.083333333,0.106666667,0.24
405,3.93,-7.3,4.986666667,,,0.11,0.59,0.453333333,-0.11,0.59,-0.453333333,,,,,,-0.11,0.59,-0.453333333,,0.11,0.59,0.453333333
406,4.016666667,-7.8,5.423333333,,,0.086666667,0.5,0.436666666,0.086666667,-0.5,0.436666666,,,,,,0.086666667,-0.5,0.436666666,,0.086666667,0.5,0.436666666
407,4.233333333,-8.21,5.71,,,0.216666666,0.41,0.286666667,0.216666666,-0.41,0.286666667,,,,,,0.216666666,-0.41,0.286666667,,0.216666666,0.41,0.286666667
408,4.19,-7.91,5.72,,,0.043333333,0.3,0.01,-0.043333333,0.3,0.01,,,,,,-0.043333333,0.3,0.01,,0.043333333,0.3,0.01
409,3.95,-7.44,5.72,,,0.24,0.47,0,-0.24,0.47,0,,,,,,-0.24,0.47,0,,0.24,0.47,0
410,4.016666667,-7.65,5.41,,,0.066666667,0.21,0.31,0.066666667,-0.21,-0.31,,,,,,0.066666667,-0.21,-0.31,,0.066666667,0.21,0.31
411,4.26,-8.273333333,5.706666667,,,0.243333333,0.623333333,0.296666667,0.243333333,-0.623333333,0.296666667,,,,,,0.243333333,-0.623333333,0.296666667,,0.243333333,0.623333333,0.296666667
412,4.29,-8.23,5.54,,,0.03,0.043333333,0.166666667,0.03,0.043333333,-0.166666667,,,,,,0.03,0.043333333,-0.166666667,,0.03,0.043333333,0.166666667
413,4.196666667,-7.236666667,4.856666667,,,0.093333333,0.993333333,0.683333333,-0.093333333,0.993333333,-0.683333333,,,,,,-0.093333333,0.993333333,-0.683333333,,0.093333333,0.993333333,0.683333333
414,4.06,-6.92,5.346666667,,,0.136666667,0.316666667,0.49,-0.136666667,0.316666667,0.49,,,,,,-0.136666667,0.316666667,0.49,,0.136666667,0.316666667,0.49
415,4.473333333,-7.42,5.013333333,,,0.413333333,0.5,0.333333334,0.413333333,-0.5,-0.333333334,,,,,,0.413333333,-0.5,-0.333333334,,0.413333333,0.5,0.333333334
416,4.616666667,-8.446666667,6.016666667,,,0.143333334,1.026666667,1.003333334,0.143333334,-1.026666667,1.003333334,,,,,,0.143333334,-1.026666667,1.003333334,,0.143333334,1.026666667,1.003333334
417,4.823333333,-8.773333333,5.76,,,0.206666666,0.326666666,0.256666667,0.206666666,-0.326666666,-0.256666667,,,,,,0.206666666,-0.326666666,-0.256666667,,0.206666666,0.326666666,0.256666667
418,4.54,-8.056666667,5.296666667,,,0.283333333,0.716666666,0.463333333,-0.283333333,0.716666666,-0.463333333,,,,,,-0.283333333,0.716666666,-0.463333333,,0.283333333,0.716666666,0.463333333
419,4.08,-7.236666667,5.576666667,,,0.46,0.82,0.28,-0.46,0.82,0.28,,,,,,-0.46,0.82,0.28,,0.46,0.82,0.28
420,3.81,-6.953333333,5.056666667,,,0.27,0.283333334,0.52,-0.27,0.283333334,-0.52,,,,,,-0.27,0.283333334,-0.52,,0.27,0.283333334,0.52
421,3.746666667,-7.53,5.993333333,,,0.063333333,0.576666667,0.936666666,-0.063333333,-0.576666667,0.936666666,,,,,,-0.063333333,-0.576666667,0.936666666,,0.063333333,0.576666667,0.936666666
422,4.163333333,-8.346666667,5.62,,,0.416666666,0.816666667,0.373333333,0.416666666,-0.816666667,-0.373333333,,,,,,0.416666666,-0.816666667,-0.373333333,,0.416666666,0.816666667,0.373333333
423,4.343333333,-8.516666667,5.946666667,,,0.18,0.17,0.326666667,0.18,-0.17,0.326666667,,,,,,0.18,-0.17,0.326666667,,0.18,0.17,0.326666667
424,4.223333333,-8.016666667,5.92,,,0.12,0.5,0.026666667,-0.12,0.5,-0.026666667,,,,,,-0.12,0.5,-0.026666667,,0.12,0.5,0.026666667
425,4.09,-7.24,5.276666667,,,0.133333333,0.776666667,0.643333333,-0.133333333,0.776666667,-0.643333333,,,,,,-0.133333333,0.776666667,-0.643333333,,0.133333333,0.776666667,0.643333333
426,3.97,-7.383333333,5.67,,,0.12,0.143333333,0.393333333,-0.12,-0.143333333,0.393333333,,,,,,-0.12,-0.143333333,0.393333333,,0.12,0.143333333,0.393333333
427,4.336666667,-8.176666667,5.57,,,0.366666667,0.793333334,0.1,0.366666667,-0.793333334,-0.1,,,,,,0.366666667,-0.793333334,-0.1,,0.366666667,0.793333334,0.1
428,4.543333333,-8.65,6.056666667,,,0.206666666,0.473333333,0.486666667,0.206666666,-0.473333333,0.486666667,,,,,,0.206666666,-0.473333333,0.486666667,,0.206666666,0.473333333,0.486666667
429,4.45,-8.346666667,6.133333333,,,0.093333333,0.303333333,0.076666666,-0.093333333,0.303333333,0.076666666,,,,,,-0.093333333,0.303333333,0.076666666,,0.093333333,0.303333333,0.076666666
430,3.93,-7.41,5.486666667,,,0.52,0.936666667,0.646666666,-0.52,0.936666667,-0.646666666,,,,,,-0.52,0.936666667,-0.646666666,,0.52,0.936666667,0.646666666
431,3.57,-7.433333333,5.863333333,,,0.36,0.023333333,0.376666666,-0.36,-0.023333333,0.376666666,,,,,,-0.36,-0.023333333,0.376666666,,0.36,0.023333333,0.376666666
432,3.876666667,-7.916666667,5.643333333,,,0.306666667,0.483333334,0.22,0.306666667,-0.483333334,-0.22,,,,,,0.306666667,-0.483333334,-0.22,,0.306666667,0.483333334,0.22
433,4.406666667,-8.336666667,5.983333333,,,0.53,0.42,0.34,0.53,-0.42,0.34,,,,,,0.53,-0.42,0.34,,0.53,0.42,0.34
434,4.466666667,-7.873333333,6,,,0.06,0.463333334,0.016666667,0.06,0.463333334,0.016666667,,,,,,0.06,0.463333334,0.016666667,,0.06,0.463333334,0.016666667
435,4.17,-7.046666667,5.22,,,0.296666667,0.826666666,0.78,-0.296666667,0.826666666,-0.78,,,,,,-0.296666667,0.826666666,-0.78,,0.296666667,0.826666666,0.78
436,3.983333333,-7.193333333,5.75,,,0.186666667,0.146666666,0.53,-0.186666667,-0.146666666,0.53,,,,,,-0.186666667,-0.146666666,0.53,,0.186666667,0.146666666,0.53
437,4.373333333,-8.03,5.29,,,0.39,0.836666667,0.46,0.39,-0.836666667,-0.46,,,,,,0.39,-0.836666667,-0.46,,0.39,0.836666667,0.46
438,4.773333333,-8.646666667,5.69,,,0.4,0.616666667,0.4,0.4,-0.616666667,0.4,,,,,,0.4,-0.616666667,0.4,,0.4,0.616666667,0.4
439,4.693333333,-8.383333333,5.413333333,,,0.08,0.263333334,0.276666667,-0.08,0.263333334,-0.276666667,,,,,,-0.08,0.263333334,-0.276666667,,0.08,0.263333334,0.276666667
